amount,hour,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,account_age_days,previous_transactions,international,is_fraud
119.02,8,Online,Utilities,India,0.363,0.379,1739,11,0,0
593.4,2,POS,Grocery,India,0.565,0.568,897,16,0,0
88.0,1,POS,Entertainment,India,0.025,0.138,19,11,0,0
108.32,14,Online,Entertainment,India,0.156,0.113,2952,11,0,0
22.7,10,Online,Food,India,0.127,0.386,71,7,0,0
18.41,19,POS,Electronics,India,0.082,0.063,263,15,0,0
324.68,16,POS,Electronics,India,0.399,0.159,571,9,0,0
26.48,2,POS,Electronics,UAE,0.53,0.467,577,10,1,1
23.48,20,Online,Utilities,India,0.202,0.31,805,8,0,0
64.13,11,Online,Grocery,India,0.075,0.03,644,6,0,0
60.93,13,Online,Food,India,0.266,0.179,1383,12,0,0
27.04,23,Online,Utilities,Singapore,0.391,0.25,2695,9,1,0
49.16,15,POS,Food,UAE,0.203,0.3,1140,12,1,0
228.01,0,Online,Food,India,0.358,0.327,421,7,0,0
29.79,4,POS,Food,India,0.247,0.432,454,7,0,0
16.55,10,Bank Transfer,Food,India,0.403,0.189,2546,11,0,0
171.16,0,POS,Food,UK,0.457,0.244,290,15,1,0
109.1,4,Online,Utilities,India,0.469,0.132,2853,16,0,0
35.85,19,POS,Entertainment,UAE,0.41,0.225,65,12,1,0
13.71,3,ATM,Utilities,India,0.619,0.42,126,12,0,0
31.67,4,POS,Food,India,0.257,0.332,208,11,0,0
63.14,12,Bank Transfer,Entertainment,India,0.255,0.118,2770,21,0,0
213.93,2,POS,Utilities,India,0.218,0.261,2,12,0,0
23.65,6,ATM,Travel,India,0.238,0.237,2657,14,0,0
61.28,22,Online,Utilities,USA,0.571,0.533,97,13,1,0
130.99,15,POS,Entertainment,India,0.295,0.232,2151,8,0,0
6.16,23,POS,Electronics,India,0.432,0.507,1342,12,0,1
187.5,8,Online,Entertainment,USA,0.168,0.179,736,12,1,0
20.44,14,ATM,Travel,UAE,0.439,0.387,2027,11,1,0
92.94,5,Bank Transfer,Entertainment,UK,0.36,0.348,2138,14,1,0
85.34,9,POS,Food,USA,0.136,0.06,1256,15,1,0
197.27,4,Online,Utilities,India,0.496,0.288,320,8,0,0
115.69,19,POS,Food,UAE,0.109,0.257,788,13,1,0
6.19,4,POS,Food,India,0.109,0.311,58,13,0,0
30.42,4,Online,Food,UAE,0.45,0.307,1846,6,1,0
76.57,11,POS,Food,UK,0.195,0.102,1069,9,1,0
54.87,10,POS,Utilities,India,0.322,0.149,1897,15,0,0
107.51,7,Bank Transfer,Entertainment,India,0.106,0.45,1620,17,0,0
146.84,8,ATM,Grocery,USA,0.118,0.109,2133,12,1,0
122.54,7,ATM,Food,USA,0.211,0.684,1366,16,1,0
53.82,21,POS,Travel,India,0.125,0.33,853,18,0,0
10.52,13,Bank Transfer,Grocery,UAE,0.145,0.443,1869,7,1,0
42.29,22,Online,Utilities,India,0.302,0.324,2869,20,0,0
101.13,23,Online,Utilities,India,0.529,0.426,2077,10,0,0
22.41,15,POS,Utilities,India,0.213,0.274,516,13,0,0
125.37,19,Bank Transfer,Electronics,India,0.196,0.239,770,8,0,0
165.4,2,Online,Electronics,India,0.396,0.13,2890,12,0,1
75.71,22,ATM,Entertainment,UAE,0.276,0.525,2151,12,1,0
3.11,11,Online,Travel,India,0.245,0.134,1899,9,0,0
18.58,17,ATM,Grocery,Singapore,0.138,0.152,2170,12,1,0
439.74,5,Online,Electronics,UK,0.195,0.492,817,12,1,0
38.61,2,Bank Transfer,Food,India,0.393,0.515,2761,8,0,0
9.17,21,POS,Electronics,Singapore,0.248,0.11,598,11,1,0
229.35,10,POS,Travel,UK,0.104,0.123,2829,9,1,0
67.58,3,ATM,Food,India,0.446,0.324,695,14,0,0
201.33,15,Online,Utilities,India,0.288,0.083,941,8,0,0
87.97,1,Online,Travel,India,0.14,0.46,1938,13,0,0
105.48,10,ATM,Electronics,India,0.193,0.059,1493,17,0,0
95.87,16,Online,Travel,India,0.415,0.484,2874,5,0,0
133.95,17,ATM,Travel,India,0.132,0.356,2559,12,0,0
650.3,10,POS,Food,UAE,0.25,0.243,2603,13,1,0
176.09,8,Bank Transfer,Electronics,USA,0.378,0.348,1708,9,1,0
13.73,20,POS,Food,USA,0.275,0.155,2944,13,1,0
104.24,4,Online,Grocery,UAE,0.268,0.106,2183,13,1,0
208.82,1,Bank Transfer,Food,India,0.126,0.382,966,12,0,0
222.01,3,POS,Grocery,India,0.327,0.192,1794,13,0,0
43.53,19,POS,Electronics,USA,0.3,0.278,1163,12,1,0
213.78,11,POS,Utilities,India,0.049,0.124,824,14,0,0
168.64,0,Online,Electronics,India,0.336,0.298,2241,11,0,0
873.51,4,Online,Entertainment,UK,0.517,0.397,1228,9,1,0
31.5,0,POS,Electronics,India,0.531,0.279,751,12,0,0
40.15,19,Bank Transfer,Utilities,India,0.27,0.094,2571,9,0,0
49.1,11,POS,Utilities,India,0.193,0.158,1012,13,0,0
40.84,1,Online,Utilities,India,0.437,0.287,2226,13,0,0
27.38,5,Online,Electronics,India,0.228,0.274,860,15,0,0
4.21,14,POS,Travel,India,0.176,0.292,1148,13,0,0
43.18,14,POS,Food,Singapore,0.616,0.204,1224,17,1,0
96.48,19,Bank Transfer,Entertainment,UAE,0.063,0.237,1451,12,1,0
40.72,0,Online,Food,India,0.495,0.232,2316,7,0,0
461.92,1,POS,Entertainment,India,0.203,0.445,1058,12,0,0
67.58,0,ATM,Utilities,India,0.362,0.151,27,13,0,0
242.51,9,Online,Entertainment,India,0.262,0.609,464,8,0,0
86.61,17,POS,Electronics,India,0.404,0.23,79,12,0,0
152.38,15,Online,Travel,India,0.247,0.067,2736,12,0,0
88.17,5,Online,Electronics,India,0.217,0.039,12,15,0,0
262.12,15,POS,Food,India,0.317,0.613,2763,16,0,0
70.52,15,Bank Transfer,Utilities,India,0.37,0.774,1918,9,0,0
109.52,4,POS,Travel,Singapore,0.19,0.058,29,7,1,0
96.19,17,POS,Grocery,India,0.187,0.074,1100,13,0,0
49.98,10,POS,Travel,India,0.45,0.349,2322,11,0,0
99.98,1,ATM,Food,India,0.192,0.188,1413,10,0,0
622.9,9,ATM,Travel,Singapore,0.238,0.435,2423,12,1,0
50.89,18,Bank Transfer,Electronics,India,0.405,0.71,1399,5,0,0
101.44,16,POS,Travel,India,0.387,0.574,1081,14,0,0
234.58,6,ATM,Utilities,India,0.499,0.456,610,13,0,0
208.57,18,Online,Food,USA,0.171,0.117,1993,8,1,0
67.47,9,POS,Entertainment,UK,0.276,0.07,2371,12,1,0
6.15,11,POS,Food,India,0.311,0.22,2062,7,0,0
111.8,2,ATM,Grocery,India,0.438,0.513,560,10,0,0
7.25,23,POS,Travel,India,0.09,0.207,1062,16,0,0
290.02,20,Online,Utilities,India,0.086,0.224,2053,7,0,0
79.0,4,Online,Food,India,0.082,0.154,638,11,0,0
181.21,13,POS,Entertainment,India,0.39,0.365,2218,11,0,0
27.06,18,Bank Transfer,Entertainment,India,0.395,0.338,2761,12,0,0
14.12,12,ATM,Food,UAE,0.273,0.473,767,7,1,0
86.55,5,Online,Food,India,0.074,0.086,1102,17,0,0
64.48,23,Online,Travel,India,0.625,0.492,2127,12,0,0
40.79,6,Online,Travel,UAE,0.291,0.188,2230,11,1,0
72.58,8,ATM,Grocery,USA,0.264,0.405,651,7,1,0
1061.5,8,POS,Travel,India,0.392,0.115,1455,6,0,0
153.63,21,Online,Food,USA,0.24,0.419,1578,12,1,0
190.47,12,POS,Utilities,India,0.179,0.078,2499,8,0,0
155.08,17,Online,Electronics,UK,0.131,0.235,2151,10,1,0
292.79,21,Online,Food,India,0.396,0.321,435,11,0,0
55.14,22,POS,Utilities,UAE,0.255,0.209,437,18,1,0
8.54,20,Bank Transfer,Entertainment,India,0.354,0.052,2711,10,0,0
55.22,21,POS,Travel,India,0.392,0.504,2031,10,0,0
150.17,22,POS,Travel,India,0.392,0.144,2591,11,0,0
25.28,23,Online,Food,India,0.509,0.316,400,12,0,0
55.9,15,Online,Travel,India,0.307,0.342,1584,7,0,0
33.39,3,POS,Travel,UK,0.339,0.351,214,14,1,0
299.47,2,Online,Food,India,0.54,0.322,1433,14,0,0
141.1,19,ATM,Food,UAE,0.162,0.221,1048,4,1,0
127.94,7,POS,Travel,India,0.107,0.144,948,5,0,0
124.16,19,Bank Transfer,Grocery,India,0.432,0.517,655,16,0,0
64.25,22,POS,Entertainment,India,0.397,0.145,389,13,0,0
81.25,15,Online,Electronics,India,0.059,0.217,448,10,0,0
20.39,18,POS,Food,USA,0.223,0.202,1603,12,1,0
7.49,6,ATM,Travel,USA,0.264,0.206,776,12,1,0
77.48,10,ATM,Travel,India,0.439,0.199,904,7,0,0
92.2,23,POS,Food,India,0.336,0.228,2286,12,0,0
223.47,19,POS,Grocery,India,0.136,0.066,1223,11,0,0
320.97,4,POS,Travel,India,0.496,0.39,2581,21,0,0
320.54,22,POS,Entertainment,India,0.45,0.194,1884,11,0,0
24.58,11,Bank Transfer,Entertainment,India,0.115,0.247,2811,14,0,0
46.89,20,Online,Electronics,India,0.649,0.093,2105,10,0,0
107.81,12,Online,Grocery,UAE,0.344,0.122,2853,4,1,0
838.74,14,Bank Transfer,Grocery,India,0.427,0.23,2181,10,0,0
292.98,3,ATM,Food,India,0.315,0.036,1886,21,0,0
204.26,8,ATM,Entertainment,India,0.321,0.463,1130,16,0,0
45.25,17,POS,Food,India,0.37,0.471,2080,15,0,0
27.57,20,POS,Electronics,USA,0.392,0.309,1220,19,1,1
146.78,2,POS,Grocery,USA,0.476,0.424,916,10,1,0
22.18,1,POS,Travel,USA,0.351,0.135,86,16,1,0
52.54,16,Online,Grocery,UK,0.29,0.133,2685,18,1,0
59.46,10,POS,Electronics,India,0.19,0.081,892,14,0,0
327.97,20,Online,Travel,India,0.091,0.074,1046,13,0,0
46.77,1,Online,Grocery,India,0.419,0.238,2371,19,0,0
5.82,8,POS,Food,UAE,0.405,0.17,2204,14,1,0
110.44,0,POS,Electronics,UK,0.484,0.194,2009,9,1,0
33.15,17,Online,Utilities,India,0.578,0.247,2354,14,0,0
69.59,20,Online,Electronics,India,0.214,0.079,2924,6,0,0
61.15,3,ATM,Grocery,India,0.065,0.359,2933,13,0,0
50.72,7,ATM,Entertainment,UAE,0.195,0.177,1417,17,1,0
146.99,20,POS,Entertainment,India,0.168,0.132,97,12,0,0
14.4,0,POS,Utilities,India,0.542,0.175,368,10,0,0
39.76,22,POS,Entertainment,India,0.251,0.342,754,7,0,0
132.16,21,POS,Electronics,India,0.79,0.517,1613,10,0,0
36.09,3,Online,Entertainment,India,0.304,0.281,1415,14,0,0
13.35,3,Bank Transfer,Entertainment,India,0.378,0.303,1831,11,0,0
130.13,16,POS,Food,UK,0.437,0.055,2392,5,1,0
205.02,0,POS,Entertainment,India,0.047,0.545,2149,14,0,0
63.75,12,ATM,Utilities,UK,0.015,0.361,2176,11,1,0
9.39,1,Online,Entertainment,India,0.149,0.337,2545,14,0,0
135.09,12,POS,Food,India,0.361,0.158,227,7,0,0
12.68,8,POS,Electronics,India,0.232,0.12,1171,9,0,0
90.81,16,Bank Transfer,Utilities,India,0.194,0.225,2571,14,0,0
27.45,21,POS,Utilities,India,0.476,0.123,378,12,0,0
20.91,11,Online,Travel,India,0.178,0.204,1237,10,0,0
42.87,15,ATM,Grocery,India,0.062,0.326,2357,9,0,0
55.52,14,POS,Entertainment,India,0.226,0.036,2565,7,0,0
35.02,23,ATM,Travel,UK,0.133,0.23,2468,7,1,0
120.15,5,POS,Utilities,India,0.315,0.096,2651,11,0,0
42.69,5,POS,Grocery,India,0.138,0.257,172,21,0,0
177.72,9,POS,Utilities,India,0.5,0.1,2754,11,0,0
88.34,17,Bank Transfer,Entertainment,India,0.452,0.62,1475,9,0,1
33.2,20,POS,Travel,Singapore,0.128,0.011,2357,5,1,0
28.05,6,POS,Grocery,India,0.089,0.378,808,9,0,0
12.84,2,Bank Transfer,Utilities,UAE,0.339,0.315,2260,8,1,0
89.19,14,POS,Grocery,Singapore,0.1,0.228,415,9,1,0
46.78,14,Bank Transfer,Grocery,India,0.293,0.237,1531,7,0,0
6.22,8,Online,Entertainment,India,0.075,0.423,110,13,0,0
39.03,4,Online,Entertainment,USA,0.339,0.349,1669,9,1,0
27.08,20,ATM,Grocery,UK,0.515,0.051,2973,14,1,0
322.36,20,ATM,Electronics,India,0.273,0.183,1550,13,0,0
12.15,17,POS,Food,India,0.114,0.469,123,13,0,0
15.78,13,Bank Transfer,Food,India,0.083,0.315,1547,15,0,0
202.34,6,Bank Transfer,Electronics,UK,0.333,0.15,609,15,1,0
258.98,9,Bank Transfer,Electronics,USA,0.054,0.312,632,11,1,0
31.66,1,Online,Grocery,India,0.191,0.257,1744,12,0,0
35.44,5,Online,Grocery,India,0.072,0.054,984,13,0,0
123.5,10,Online,Utilities,UK,0.049,0.27,1150,17,1,0
6.51,10,POS,Travel,UAE,0.01,0.128,532,10,1,0
10.37,1,Online,Utilities,India,0.35,0.505,1907,14,0,0
50.36,22,Online,Grocery,India,0.109,0.48,2153,13,0,0
314.16,6,Online,Utilities,India,0.243,0.153,2679,15,0,0
43.13,12,POS,Electronics,India,0.348,0.304,1261,14,0,0
73.77,11,Online,Entertainment,India,0.294,0.426,74,10,0,0
207.22,11,Online,Utilities,India,0.363,0.29,730,13,0,0
548.33,20,Online,Electronics,UK,0.203,0.47,2956,9,1,0
37.46,17,Bank Transfer,Entertainment,India,0.3,0.55,2398,9,0,0
65.57,20,ATM,Electronics,India,0.601,0.348,1600,14,0,0
412.43,9,POS,Entertainment,India,0.504,0.147,2686,10,0,0
14.55,6,POS,Utilities,India,0.326,0.126,757,12,0,0
186.34,10,Online,Entertainment,India,0.109,0.138,14,14,0,0
24.09,13,Online,Entertainment,India,0.351,0.077,1966,14,0,0
73.88,8,ATM,Electronics,India,0.221,0.639,2634,15,0,0
52.32,11,POS,Grocery,India,0.172,0.273,397,14,0,0
25.58,3,POS,Food,Singapore,0.17,0.557,81,16,1,0
24.95,14,Online,Grocery,Singapore,0.346,0.301,2214,15,1,0
87.92,17,ATM,Food,India,0.23,0.149,2129,12,0,0
180.47,12,Bank Transfer,Utilities,India,0.367,0.156,122,12,0,0
58.57,20,Bank Transfer,Grocery,India,0.192,0.025,2630,16,0,0
71.53,23,Online,Utilities,UK,0.435,0.396,2934,14,1,0
118.06,21,ATM,Food,Singapore,0.107,0.416,708,17,1,0
25.24,2,POS,Grocery,India,0.378,0.47,2532,10,0,0
139.73,21,Online,Entertainment,India,0.383,0.314,2830,11,0,0
151.31,8,Bank Transfer,Grocery,India,0.529,0.184,1343,13,0,0
901.11,10,Online,Food,India,0.165,0.337,2160,14,0,0
45.78,9,Bank Transfer,Food,India,0.435,0.345,1423,15,0,0
42.18,6,POS,Entertainment,India,0.462,0.11,2951,23,0,0
143.88,21,POS,Electronics,USA,0.193,0.219,274,11,1,0
151.28,15,Online,Grocery,India,0.184,0.336,599,12,0,0
39.05,23,Bank Transfer,Electronics,India,0.371,0.648,707,14,0,0
44.56,22,POS,Entertainment,India,0.207,0.286,385,15,0,0
114.56,10,ATM,Utilities,UK,0.625,0.237,215,13,1,0
29.15,17,POS,Travel,India,0.155,0.457,1985,13,0,0
44.23,12,ATM,Electronics,India,0.409,0.677,1788,15,0,0
72.94,11,Online,Utilities,Singapore,0.102,0.446,1545,7,1,0
180.54,17,POS,Travel,India,0.341,0.316,2229,9,0,0
36.43,16,ATM,Travel,India,0.303,0.52,2444,13,0,0
10.57,21,ATM,Entertainment,India,0.378,0.438,810,15,0,0
9.81,18,Online,Electronics,India,0.254,0.134,1287,12,0,0
18.93,14,POS,Food,UAE,0.499,0.175,1954,15,1,0
17.94,22,POS,Electronics,India,0.533,0.303,6,15,0,0
57.13,2,Bank Transfer,Food,India,0.094,0.102,1526,12,0,0
20.31,18,Online,Travel,India,0.441,0.364,1455,9,0,0
33.02,9,ATM,Entertainment,UAE,0.057,0.373,821,11,1,0
30.75,10,Online,Electronics,Singapore,0.102,0.317,1998,6,1,0
42.93,18,ATM,Food,India,0.146,0.363,991,13,0,0
250.26,6,POS,Travel,India,0.188,0.455,937,15,0,0
129.28,21,Online,Grocery,India,0.312,0.24,2176,8,0,0
67.77,11,Online,Food,USA,0.175,0.406,1506,9,1,0
42.05,8,POS,Grocery,India,0.213,0.148,597,11,0,0
43.24,7,POS,Utilities,India,0.472,0.369,1810,15,0,0
92.55,10,Online,Utilities,India,0.357,0.315,983,19,0,0
119.6,22,Bank Transfer,Travel,UAE,0.311,0.501,2154,13,1,0
26.91,2,Online,Travel,India,0.315,0.252,1445,11,0,0
69.16,12,POS,Food,India,0.103,0.164,707,6,0,0
8.74,20,Bank Transfer,Travel,UAE,0.252,0.092,248,11,1,0
82.41,11,POS,Utilities,India,0.038,0.29,807,9,0,0
142.9,13,POS,Grocery,India,0.024,0.436,1975,12,0,0
50.4,8,Bank Transfer,Electronics,India,0.307,0.479,2060,18,0,0
410.15,3,ATM,Travel,India,0.249,0.097,2482,16,0,0
27.63,15,Bank Transfer,Entertainment,India,0.01,0.332,1063,7,0,0
82.88,22,ATM,Grocery,India,0.148,0.582,2750,14,0,0
64.34,12,Online,Electronics,India,0.376,0.272,2251,9,0,0
60.32,10,POS,Utilities,India,0.515,0.344,991,10,0,0
59.48,3,POS,Electronics,Singapore,0.371,0.342,803,11,1,0
74.23,22,Bank Transfer,Travel,India,0.349,0.284,1715,10,0,0
155.7,20,Bank Transfer,Grocery,USA,0.263,0.03,2264,16,1,0
264.47,21,Online,Food,India,0.32,0.553,1412,13,0,0
66.54,8,Online,Grocery,India,0.052,0.221,473,12,0,0
150.7,15,POS,Electronics,India,0.355,0.151,2302,12,0,0
33.06,10,POS,Food,India,0.197,0.242,1357,7,0,0
143.45,5,Bank Transfer,Electronics,India,0.427,0.172,90,9,0,0
31.12,4,POS,Entertainment,India,0.515,0.353,575,9,0,0
198.47,9,Online,Entertainment,USA,0.321,0.286,1732,11,1,0
608.28,13,Bank Transfer,Grocery,UAE,0.553,0.453,1548,10,1,0
59.02,2,Online,Entertainment,India,0.346,0.463,500,12,0,0
7.44,16,Online,Utilities,UAE,0.07,0.24,2100,11,1,0
38.55,10,POS,Travel,India,0.381,0.183,1907,9,0,0
228.58,21,POS,Electronics,India,0.231,0.248,1582,11,0,0
115.94,6,POS,Electronics,India,0.483,0.257,224,13,0,0
85.53,1,POS,Electronics,UK,0.055,0.051,480,10,1,0
182.85,7,POS,Electronics,USA,0.043,0.046,544,13,1,0
108.25,23,POS,Utilities,UAE,0.138,0.25,2764,10,1,0
225.37,7,POS,Food,USA,0.074,0.131,675,13,1,0
167.24,16,POS,Utilities,India,0.446,0.133,15,16,0,0
305.42,20,Bank Transfer,Electronics,Singapore,0.431,0.6,855,16,1,1
95.47,6,POS,Food,UAE,0.154,0.088,2191,10,1,0
164.89,15,Online,Grocery,UK,0.436,0.239,636,15,1,0
49.05,4,Bank Transfer,Travel,India,0.071,0.087,2168,9,0,0
36.54,8,POS,Food,UK,0.535,0.516,84,16,1,1
367.52,7,Online,Travel,India,0.391,0.43,2688,12,0,0
82.78,16,ATM,Utilities,UAE,0.498,0.238,1641,7,1,0
149.14,21,Online,Travel,UAE,0.245,0.431,2583,10,1,0
75.47,6,POS,Grocery,USA,0.044,0.119,2159,12,1,0
37.1,6,ATM,Entertainment,India,0.264,0.114,451,9,0,0
67.42,19,Online,Grocery,India,0.174,0.434,1991,10,0,0
280.34,11,Online,Travel,UAE,0.262,0.149,2838,16,1,0
116.19,12,POS,Travel,Singapore,0.381,0.005,1431,11,1,1
12.04,16,POS,Entertainment,USA,0.532,0.105,453,7,1,0
53.77,3,ATM,Utilities,UAE,0.142,0.092,1655,8,1,0
396.35,20,POS,Travel,India,0.462,0.543,1691,16,0,0
53.85,8,POS,Electronics,Singapore,0.098,0.448,2345,13,1,0
11.02,15,Online,Electronics,India,0.244,0.252,470,10,0,0
442.77,10,Bank Transfer,Entertainment,India,0.344,0.183,1967,12,0,0
131.95,18,POS,Electronics,India,0.023,0.137,1137,15,0,0
62.18,14,POS,Food,India,0.651,0.173,723,13,0,0
46.0,4,Online,Food,India,0.461,0.182,2378,14,0,0
196.83,4,Online,Grocery,UK,0.24,0.137,1648,12,1,0
38.78,21,Online,Food,India,0.324,0.78,2808,20,0,0
210.24,12,Bank Transfer,Food,USA,0.391,0.23,706,12,1,0
114.69,6,POS,Utilities,India,0.157,0.21,963,11,0,0
85.17,3,POS,Food,Singapore,0.054,0.253,2749,14,1,0
77.13,3,Online,Utilities,India,0.436,0.14,1308,17,0,0
55.98,22,POS,Electronics,USA,0.389,0.38,1177,12,1,0
189.74,23,Online,Entertainment,India,0.156,0.195,2407,12,0,0
28.07,9,ATM,Utilities,India,0.194,0.165,325,7,0,0
13.17,4,POS,Grocery,India,0.268,0.298,1788,15,0,0
123.28,10,ATM,Food,India,0.376,0.059,1057,9,0,0
125.37,3,POS,Utilities,India,0.307,0.398,2692,12,0,0
107.8,13,Online,Food,India,0.021,0.539,386,10,0,0
100.26,15,Online,Utilities,India,0.122,0.387,986,12,0,0
48.4,23,Online,Electronics,USA,0.298,0.186,569,13,1,1
146.57,7,POS,Utilities,India,0.277,0.28,563,6,0,0
63.72,4,Bank Transfer,Food,India,0.179,0.19,758,12,0,0
40.97,3,Bank Transfer,Electronics,India,0.194,0.11,1645,11,0,0
48.82,9,ATM,Travel,India,0.022,0.666,1483,12,0,0
503.02,14,Bank Transfer,Travel,India,0.73,0.621,1400,14,0,0
11.76,1,POS,Travel,USA,0.379,0.431,2635,9,1,0
109.92,18,Online,Entertainment,India,0.321,0.35,2643,9,0,0
12.44,11,POS,Electronics,India,0.399,0.487,631,17,0,0
59.85,19,Bank Transfer,Electronics,India,0.348,0.097,267,10,0,0
43.22,11,POS,Electronics,India,0.174,0.251,2027,8,0,0
8.29,3,POS,Electronics,USA,0.06,0.205,137,8,1,0
98.4,0,Online,Entertainment,India,0.108,0.494,1815,11,0,0
45.6,13,POS,Electronics,Singapore,0.037,0.238,522,6,1,0
8.17,12,ATM,Electronics,India,0.419,0.152,513,16,0,0
154.4,19,POS,Food,India,0.563,0.192,2015,16,0,0
280.06,21,Online,Food,India,0.393,0.584,2316,14,0,0
295.93,3,Bank Transfer,Electronics,UAE,0.13,0.142,977,8,1,0
95.48,7,Online,Grocery,India,0.409,0.11,1074,19,0,0
69.83,4,POS,Entertainment,India,0.311,0.064,293,19,0,0
251.68,2,POS,Food,Singapore,0.472,0.475,2684,9,1,0
358.66,0,POS,Food,India,0.647,0.063,2659,17,0,0
207.18,1,POS,Food,India,0.203,0.309,474,13,0,0
26.01,12,Online,Food,India,0.088,0.411,2287,14,0,0
81.56,3,POS,Utilities,India,0.265,0.206,2761,12,0,0
103.49,4,POS,Grocery,UK,0.233,0.167,2653,14,1,0
10.92,2,POS,Grocery,India,0.175,0.124,1276,10,0,0
106.63,17,Bank Transfer,Utilities,India,0.23,0.273,336,10,0,0
647.42,15,POS,Utilities,India,0.368,0.284,1558,7,0,0
126.46,23,POS,Electronics,UAE,0.049,0.323,946,7,1,0
291.03,2,Online,Food,India,0.245,0.24,1045,15,0,0
80.07,5,POS,Electronics,India,0.372,0.01,1875,11,0,0
61.98,10,Bank Transfer,Utilities,UAE,0.541,0.304,1721,14,1,0
97.64,15,POS,Electronics,India,0.258,0.532,237,17,0,0
29.49,3,Online,Entertainment,UK,0.225,0.044,1874,12,1,0
25.44,5,Online,Electronics,USA,0.176,0.352,2974,14,1,0
236.58,10,ATM,Electronics,India,0.017,0.128,585,10,0,0
263.05,0,Online,Entertainment,UK,0.073,0.386,2978,14,1,0
24.75,9,ATM,Electronics,UAE,0.448,0.09,314,14,1,0
175.56,18,Online,Grocery,India,0.369,0.081,1556,10,0,0
61.13,12,Online,Travel,India,0.11,0.499,287,10,0,0
93.67,10,ATM,Utilities,UK,0.287,0.615,2981,10,1,1
105.66,11,Online,Electronics,India,0.213,0.237,2371,14,0,0
180.25,22,Online,Grocery,India,0.012,0.499,2810,10,0,0
72.44,12,POS,Utilities,India,0.232,0.286,122,13,0,0
273.19,12,POS,Utilities,Singapore,0.398,0.51,1827,15,1,0
90.87,22,Online,Electronics,USA,0.34,0.344,2480,16,1,0
124.48,3,POS,Food,UAE,0.569,0.215,254,13,1,0
28.98,2,Online,Entertainment,India,0.209,0.058,2795,13,0,0
577.47,10,POS,Grocery,UAE,0.309,0.204,380,6,1,0
106.68,7,Online,Travel,India,0.253,0.149,332,13,0,0
136.05,4,ATM,Food,India,0.209,0.595,892,10,0,0
13.35,2,Online,Food,USA,0.109,0.428,2753,20,1,0
29.29,21,Online,Travel,India,0.236,0.367,2471,14,0,0
229.96,14,POS,Grocery,India,0.349,0.376,1296,14,0,0
88.84,16,POS,Utilities,India,0.534,0.637,1619,21,0,0
9.84,2,Online,Food,India,0.294,0.124,116,12,0,0
188.35,8,ATM,Entertainment,USA,0.61,0.193,2492,15,1,0
38.71,14,ATM,Electronics,India,0.261,0.195,156,6,0,0
273.5,12,Online,Food,USA,0.359,0.074,2136,12,1,0
61.08,16,ATM,Electronics,India,0.192,0.156,1112,15,0,0
81.84,16,ATM,Electronics,India,0.154,0.206,2445,10,0,0
216.8,9,ATM,Entertainment,USA,0.575,0.2,79,10,1,0
27.18,18,ATM,Utilities,India,0.252,0.008,797,21,0,0
24.71,6,POS,Entertainment,UAE,0.112,0.359,1955,14,1,0
54.79,1,POS,Entertainment,UAE,0.63,0.205,2101,13,1,0
152.5,21,Online,Grocery,India,0.257,0.316,17,12,0,0
17.62,0,Online,Food,India,0.221,0.304,233,14,0,0
12.58,6,ATM,Utilities,India,0.058,0.02,1093,17,0,0
151.98,2,POS,Electronics,UK,0.398,0.425,2069,11,1,0
36.49,5,POS,Food,India,0.486,0.306,1894,9,0,0
45.05,9,ATM,Travel,UAE,0.437,0.192,1462,11,1,0
10.41,3,POS,Travel,UAE,0.336,0.285,1763,14,1,0
33.82,11,ATM,Entertainment,India,0.226,0.228,1006,9,0,0
66.18,22,POS,Travel,USA,0.293,0.351,1714,12,1,0
169.08,3,Online,Food,India,0.206,0.116,2088,12,0,0
30.84,22,Online,Food,India,0.289,0.364,634,10,0,0
349.81,9,POS,Utilities,India,0.361,0.361,21,8,0,0
33.63,14,POS,Utilities,USA,0.325,0.464,862,7,1,0
33.68,10,POS,Food,India,0.385,0.362,2315,13,0,0
310.24,7,POS,Grocery,Singapore,0.092,0.082,2518,13,1,0
82.39,2,POS,Food,India,0.049,0.641,1607,7,0,0
38.4,14,ATM,Utilities,India,0.474,0.025,2566,14,0,0
57.1,21,POS,Electronics,UAE,0.564,0.159,1292,9,1,0
258.03,12,Online,Food,USA,0.336,0.708,2174,11,1,0
288.94,14,POS,Entertainment,India,0.25,0.41,1589,17,0,0
29.47,15,Bank Transfer,Electronics,India,0.335,0.308,1,16,0,0
63.92,9,ATM,Electronics,India,0.397,0.095,815,10,0,0
72.98,2,Bank Transfer,Electronics,India,0.426,0.5,2013,13,0,0
24.87,12,Bank Transfer,Utilities,UAE,0.178,0.223,1851,9,1,0
63.07,20,POS,Electronics,India,0.218,0.464,2212,16,0,0
67.04,7,Online,Travel,India,0.261,0.424,686,11,0,0
208.56,20,POS,Food,UK,0.567,0.345,552,9,1,0
223.06,20,Bank Transfer,Entertainment,India,0.492,0.666,2782,20,0,0
47.98,5,Online,Utilities,Singapore,0.295,0.375,1100,18,1,0
53.84,13,Online,Utilities,India,0.22,0.294,2339,11,0,0
129.58,17,Bank Transfer,Entertainment,India,0.113,0.283,170,5,0,0
37.14,11,ATM,Entertainment,India,0.455,0.523,2651,5,0,0
120.14,16,Bank Transfer,Electronics,India,0.056,0.376,2591,7,0,0
